"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
334001,Пожарная охрана,Ручной извещатель,"1051-1.1.903.11.",ИПР ПК908,5962
333964,Пожарная охрана,Датчик дыма,"1051-1.1.902.116.",Дым ПК907,5962
333981,Пожарная охрана,Датчик дыма,"1051-1.1.902.133.",Дым ПК897+9,5962
333997,Пожарная охрана,Датчик дыма,"1051-1.1.902.149.",Дым ПК886+5,5962
333933,Пожарная охрана,Датчик дыма,"1051-1.1.901.134.",Дым ПК884+8,5962
333920,Пожарная охрана,Датчик дыма,"1051-1.1.901.121.",Дым ПК873+4,5962
333909,Пожарная охрана,Датчик дыма,"1051-1.1.901.110.",Дым ПК867+3,5962
333896,Пожарная охрана,Ручной извещатель,"1051-1.1.901.13.",ИПР ПК872,5962
334751,Пожарная охрана,Датчик дыма,"1051-1.1.919.101.",Дым ПК1173+3,5962
334677,Пожарная охрана,Датчик дыма,"1051-1.1.917.101.",Дым ПК1138+5,5962
334739,Пожарная охрана,Датчик дыма,"1051-1.1.918.131.",Дым ПК1172,5962
334676,Пожарная охрана,Ручной извещатель,"1051-1.1.917.14.",ИПР ПК1153 ур.3,5962
334740,Пожарная охрана,Датчик дыма,"1051-1.1.918.132.",Дым ПК1172,5962
334734,Пожарная охрана,Датчик дыма,"1051-1.1.918.126.",Дым ПК1172,5962
334675,Пожарная охрана,Ручной извещатель,"1051-1.1.917.13.",ИПР ПК1151,5962
334625,Пожарная охрана,Ручной извещатель,"1051-1.1.916.11.",ИПР ПК1110,5962
334513,Пожарная охрана,Датчик дыма,"1051-1.1.913.124.",Дым ПК1050 Г1 ПК20+1,5962
334415,Пожарная охрана,Датчик дыма,"1051-1.1.911.112.",Дым ПК1032+4,5962
334388,Пожарная охрана,Датчик дыма,"1051-1.1.910.131.",Дым ПК1021+8,5962
334363,Пожарная охрана,Датчик дыма,"1051-1.1.910.106.",Дым ПК1003+5,5962
334334,Пожарная охрана,Датчик дыма,"1051-1.1.909.110.",Дым ПК993+2,5962
334313,Пожарная охрана,Датчик дыма,"1051-1.1.908.153.",Дым ПК983,5962
334293,Пожарная охрана,Датчик дыма,"1051-1.1.908.133.",Дым ПК968+8,5962
334272,Пожарная охрана,Датчик дыма,"1051-1.1.908.112.",Дым ПК956+9,5962
334253,Пожарная охрана,Ручной извещатель,"1051-1.1.908.11.",ИПР ПК951,5962
334228,Пожарная охрана,Датчик дыма,"1051-1.1.907.136.",Дым ПК932+9,5962
334733,Пожарная охрана,Датчик дыма,"1051-1.1.918.125.",Дым ПК1172,5962
334674,Пожарная охрана,Ручной извещатель,"1051-1.1.917.12.",ИПР ПК1146,5962
334620,Пожарная охрана,Датчик дыма,"1051-1.1.915.148.",Дым ПК1110+6,5962
334741,Пожарная охрана,Датчик дыма,"1051-1.1.918.133.",Дым ПК1172,5962
334673,Пожарная охрана,Ручной извещатель,"1051-1.1.917.11.",ИПР ПК1141,5962
334619,Пожарная охрана,Датчик дыма,"1051-1.1.915.147.",Дым ПК1110+5,5962
334737,Пожарная охрана,Датчик дыма,"1051-1.1.918.129.",Дым ПК1172,5962
334668,Пожарная охрана,Датчик дыма,"1051-1.1.916.137.",Дым ПК1138+4,5962
334618,Пожарная охрана,Датчик дыма,"1051-1.1.915.146.",Дым ПК1109+6,5962
334736,Пожарная охрана,Датчик дыма,"1051-1.1.918.128.",Дым ПК1172,5962
334669,Пожарная охрана,Датчик дыма,"1051-1.1.916.138.",Дым ПК1138+1,5962
334735,Пожарная охрана,Датчик дыма,"1051-1.1.918.127.",Дым ПК1172,5962
334667,Пожарная охрана,Датчик дыма,"1051-1.1.916.136.",Дым ПК1137+7,5962
334617,Пожарная охрана,Датчик дыма,"1051-1.1.915.145.",Дым ПК1108+7,5962
334509,Пожарная охрана,Датчик дыма,"1051-1.1.913.120.",Дым ПК1050 Г1 ПК2+8,5962
334414,Пожарная охрана,Датчик дыма,"1051-1.1.911.111.",Дым ПК1031+5,5962
334386,Пожарная охрана,Датчик дыма,"1051-1.1.910.129.",Дым ПК1020+8,5962
334362,Пожарная охрана,Датчик дыма,"1051-1.1.910.105.",Дым ПК1002+7,5962
334335,Пожарная охрана,Датчик дыма,"1051-1.1.909.111.",Дым ПК992+2,5962
334314,Пожарная охрана,Датчик дыма,"1051-1.1.908.154.",Дым ПК983,5962
334292,Пожарная охрана,Датчик дыма,"1051-1.1.908.132.",Дым ПК968,5962
334732,Пожарная охрана,Датчик дыма,"1051-1.1.918.124.",Дым ПК1171+8,5962
334666,Пожарная охрана,Датчик дыма,"1051-1.1.916.135.",Дым ПК1136+7,5962
334616,Пожарная охрана,Датчик дыма,"1051-1.1.915.144.",Дым ПК1107+9,5962
334490,Пожарная охрана,Датчик дыма,"1051-1.1.913.101.",Дым ПК1050 Г1 ПК19,5962
334413,Пожарная охрана,Датчик дыма,"1051-1.1.911.110.",Дым ПК1030+6,5962
334385,Пожарная охрана,Датчик дыма,"1051-1.1.910.128.",Дым ПК1020+2,5962
334361,Пожарная охрана,Датчик дыма,"1051-1.1.910.104.",Дым ПК1002+3,5962
334731,Пожарная охрана,Датчик дыма,"1051-1.1.918.123.",Дым ПК1171+5,5962
334665,Пожарная охрана,Датчик дыма,"1051-1.1.916.134.",Дым ПК1135+9,5962
334615,Пожарная охрана,Датчик дыма,"1051-1.1.915.143.",Дым ПК1107,5962
334730,Пожарная охрана,Датчик дыма,"1051-1.1.918.122.",Дым ПК1171,5962
334664,Пожарная охрана,Датчик дыма,"1051-1.1.916.133.",Дым ПК1134+9,5962
334614,Пожарная охрана,Датчик дыма,"1051-1.1.915.142.",Дым ПК1106+1,5962
334729,Пожарная охрана,Датчик дыма,"1051-1.1.918.121.",Дым ПК1170+2,5962
334663,Пожарная охрана,Датчик дыма,"1051-1.1.916.132.",Дым ПК1134,5962
334613,Пожарная охрана,Датчик дыма,"1051-1.1.915.141.",Дым ПК1105+2,5962
334491,Пожарная охрана,Датчик дыма,"1051-1.1.913.102.",Дым ПК1050 Г1 ПК17+9,5962
334412,Пожарная охрана,Датчик дыма,"1051-1.1.911.109.",Дым ПК1029+7,5962
334384,Пожарная охрана,Датчик дыма,"1051-1.1.910.127.",Дым ПК1019+3,5962
334360,Пожарная охрана,Датчик дыма,"1051-1.1.910.103.",Дым ПК1002+2,5962
334336,Пожарная охрана,Датчик дыма,"1051-1.1.909.112.",Дым ПК991+1,5962
334312,Пожарная охрана,Датчик дыма,"1051-1.1.908.152.",Дым ПК982+3,5962
334291,Пожарная охрана,Датчик дыма,"1051-1.1.908.131.",Дым ПК967+1,5962
334271,Пожарная охрана,Датчик дыма,"1051-1.1.908.111.",Дым ПК956+1,5962
334248,Пожарная охрана,Датчик дыма,"1051-1.1.907.156.",Дым ПК946+7,5962
334227,Пожарная охрана,Датчик дыма,"1051-1.1.907.135.",Дым ПК932+1,5962
334210,Пожарная охрана,Датчик дыма,"1051-1.1.907.118.",Дым ПК919,5962
334193,Пожарная охрана,Датчик дыма,"1051-1.1.907.101.",Дым ПК908+6,5962
334002,Пожарная охрана,Ручной извещатель,"1051-1.1.903.12.",ИПР ПК908,5962
333965,Пожарная охрана,Датчик дыма,"1051-1.1.902.117.",Дым ПК907,5962
333982,Пожарная охрана,Датчик дыма,"1051-1.1.902.134.",Дым ПК897,5962
333948,Пожарная охрана,Ручной извещатель,"1051-1.1.902.16.",ИПР ПК908,5962
333932,Пожарная охрана,Датчик дыма,"1051-1.1.901.133.",Дым ПК883+9,5962
333919,Пожарная охрана,Датчик дыма,"1051-1.1.901.120.",Дым ПК872+5,5962
333907,Пожарная охрана,Датчик дыма,"1051-1.1.901.108.",Дым ПК867+3,5962
333895,Пожарная охрана,Ручной извещатель,"1051-1.1.901.12.",ИПР ПК868,5962
334728,Пожарная охрана,Датчик дыма,"1051-1.1.918.120.",Дым ПК1169+3,5962
334662,Пожарная охрана,Датчик дыма,"1051-1.1.916.131.",Дым ПК1133,5962
334612,Пожарная охрана,Датчик дыма,"1051-1.1.915.140.",Дым ПК1104+3,5962
334492,Пожарная охрана,Датчик дыма,"1051-1.1.913.103.",Дым ПК1050 Г1 ПК17+3,5962
334411,Пожарная охрана,Датчик дыма,"1051-1.1.911.108.",Дым ПК1028+9,5962
334383,Пожарная охрана,Датчик дыма,"1051-1.1.910.126.",Дым ПК1018+4,5962
334359,Пожарная охрана,Датчик дыма,"1051-1.1.910.102.",Дым ПК1002+1,5962
334337,Пожарная охрана,Датчик дыма,"1051-1.1.909.113.",Дым ПК990+2,5962
334311,Пожарная охрана,Датчик дыма,"1051-1.1.908.151.",Дым ПК981+8,5962
334290,Пожарная охрана,Датчик дыма,"1051-1.1.908.130.",Дым ПК966+3,5962
334270,Пожарная охрана,Датчик дыма,"1051-1.1.908.110.",Дым ПК955+4,5962
334246,Пожарная охрана,Датчик дыма,"1051-1.1.907.154.",Дым ПК946+5,5962
334226,Пожарная охрана,Датчик дыма,"1051-1.1.907.134.",Дым ПК931,5962
334209,Пожарная охрана,Датчик дыма,"1051-1.1.907.117.",Дым ПК918+1,5962
334192,Пожарная охрана,Ручной извещатель,"1051-1.1.907.20.",ИПР ПК946,5962
333956,Пожарная охрана,Датчик дыма,"1051-1.1.902.108.",Дым ПК907+8,5962
333966,Пожарная охрана,Датчик дыма,"1051-1.1.902.118.",Дым ПК907,5962
333983,Пожарная охрана,Датчик дыма,"1051-1.1.902.135.",Дым ПК896+1,5962
333947,Пожарная охрана,Ручной извещатель,"1051-1.1.902.15.",ИПР ПК906,5962
333931,Пожарная охрана,Датчик дыма,"1051-1.1.901.132.",Дым ПК882+9,5962
333918,Пожарная охрана,Датчик дыма,"1051-1.1.901.119.",Дым ПК871+7,5962
333908,Пожарная охрана,Датчик дыма,"1051-1.1.901.109.",Дым ПК867+3,5962
334727,Пожарная охрана,Датчик дыма,"1051-1.1.918.119.",Дым ПК1168+1,5962
334661,Пожарная охрана,Датчик дыма,"1051-1.1.916.130.",Дым ПК1132+2,5962
334611,Пожарная охрана,Датчик дыма,"1051-1.1.915.139.",Дым ПК1103+3,5962
334572,Пожарная охрана,Ручной извещатель,"1051-1.1.915.16.",ИПР ПК1108,5962
334493,Пожарная охрана,Датчик дыма,"1051-1.1.913.104.",Дым ПК1050 Г1 ПК16+5,5962
334726,Пожарная охрана,Датчик дыма,"1051-1.1.918.118.",Дым ПК1166+9,5962
334660,Пожарная охрана,Датчик дыма,"1051-1.1.916.129.",Дым ПК1131+2,5962
334610,Пожарная охрана,Датчик дыма,"1051-1.1.915.138.",Дым ПК1102+5,5962
334571,Пожарная охрана,Ручной извещатель,"1051-1.1.915.15.",ИПР ПК1103,5962
334494,Пожарная охрана,Датчик дыма,"1051-1.1.913.105.",Дым ПК1050 Г1 ПК15+6,5962
334410,Пожарная охрана,Датчик дыма,"1051-1.1.911.107.",Дым ПК1027+9,5962
334382,Пожарная охрана,Датчик дыма,"1051-1.1.910.125.",Дым ПК1017+6,5962
334358,Пожарная охрана,Датчик дыма,"1051-1.1.910.101.",Дым ПК1001+6,5962
334338,Пожарная охрана,Датчик дыма,"1051-1.1.909.114.",Дым ПК989+4,5962
334310,Пожарная охрана,Датчик дыма,"1051-1.1.908.150.",Дым ПК981+7,5962
334289,Пожарная охрана,Датчик дыма,"1051-1.1.908.129.",Дым ПК965+4,5962
334269,Пожарная охрана,Датчик дыма,"1051-1.1.908.109.",Дым ПК954+4,5962
334247,Пожарная охрана,Датчик дыма,"1051-1.1.907.155.",Дым ПК946+5,5962
334225,Пожарная охрана,Датчик дыма,"1051-1.1.907.133.",Дым ПК930+4,5962
334208,Пожарная охрана,Датчик дыма,"1051-1.1.907.116.",Дым ПК917+2,5962
334191,Пожарная охрана,Ручной извещатель,"1051-1.1.907.19.",ИПР ПК945,5962
333959,Пожарная охрана,Датчик дыма,"1051-1.1.902.111.",Дым ПК907+8,5962
333967,Пожарная охрана,Датчик дыма,"1051-1.1.902.119.",Дым ПК906+8,5962
